   42.1664696       3.54847646       0.00000000    
   42.3664703       3.54574537       0.00000000    
   42.5664711       3.53806019       0.00000000    
   42.7664719       3.52464986       0.00000000    
   42.9664726       3.50620961       0.00000000    
   43.1664696       3.48482943       0.00000000    
   43.3664703       3.46365309       0.00000000    
   43.5664711       3.44632053       0.00000000    
   43.7664719       3.43629408       0.00000000    
   43.9664726       3.43620801       0.00000000    
   44.1664696       3.44737411       0.00000000    
   44.3664703       3.46954560       0.00000000    
   44.5664711       3.50098109       0.00000000    
   44.7664719       3.53878260       0.00000000    
   44.9664726       3.57943058       0.00000000    
   45.1664696       3.61938524       0.00000000    
   45.3664703       3.65562987       0.00000000    
   45.5664711       3.68605518       0.00000000    
   45.7664719       3.70961928       0.00000000    
   45.9664726       3.72629714       0.00000000    
   46.1664696       3.73685789       0.00000000    
   46.3664703       3.74256301       0.00000000    
   46.5664749       3.74487352       0.00000000    
   46.7664719       3.74523401       0.00000000    
   46.9664688       3.74497533       0.00000000    
   47.1664734       3.74533248       0.00000000    
   47.3664703       3.74753857       0.00000000    
   47.5664749       3.75294280       0.00000000    
   47.7664719       3.76309395       0.00000000    
   47.9664688       3.77975321       0.00000000    
   48.1664734       3.80481434       0.00000000    
   48.3664703       3.84013963       0.00000000    
   48.5664749       3.88735175       0.00000000    
   48.7664719       3.94759321       0.00000000    
   48.9664688       4.02132082       0.00000000    
   49.1664734       4.10813665       0.00000000    
   49.3664703       4.20668650       0.00000000    
   49.5664749       4.31465626       0.00000000    
   49.7664719       4.42882586       0.00000000    
   49.9664688       4.54524851       0.00000000    
   50.1664734       4.65950012       0.00000000    
   50.3664703       4.76702499       0.00000000    
   50.5664749       4.86355305       0.00000000    
   50.7664719       4.94553041       0.00000000    
   50.9664688       5.01053810       0.00000000    
   51.1664734       5.05759573       0.00000000    
   51.3664703       5.08731842       0.00000000    
   51.5664749       5.10185146       0.00000000    
   51.7664719       5.10457850       0.00000000    
   51.9664688       5.09963703       0.00000000    
   52.1664734       5.09130049       0.00000000    
   52.3664703       5.08334780       0.00000000    
   52.5664749       5.07852173       0.00000000    
   52.7664719       5.07819557       0.00000000    
   52.9664688       5.08230448       0.00000000    
   53.1664734       5.08955812       0.00000000    
   53.3664703       5.09788227       0.00000000    
   53.5664749       5.10499859       0.00000000    
   53.7664719       5.10900021       0.00000000    
   53.9664688       5.10881662       0.00000000    
   54.1664734       5.10444784       0.00000000    
   54.3664703       5.09694910       0.00000000    
   54.5664749       5.08815432       0.00000000    
   54.7664719       5.08023167       0.00000000    
   54.9664688       5.07517481       0.00000000    
   55.1664734       5.07435036       0.00000000    
   55.3664703       5.07820988       0.00000000    
   55.5664749       5.08622503       0.00000000    
   55.7664719       5.09705734       0.00000000    
   55.9664688       5.10891390       0.00000000    
   56.1664734       5.11999655       0.00000000    
   56.3664703       5.12894106       0.00000000    
