5.100000000000000000e+01 4.640293943499529838e+00 1.348821556341846424e-02
5.195000000000000284e+01 4.589130442326800008e+00 1.348821556341846424e-02
5.290000000000000568e+01 4.708097441627808522e+00 1.348821556341846424e-02
5.415000000000000568e+01 4.585949208979572589e+00 1.348821556341846424e-02
5.510000000000000142e+01 4.751038921934452652e+00 1.348821556341846424e-02
5.620000000000000284e+01 4.744102201529643459e+00 1.348821556341846424e-02
5.720000000000000284e+01 4.769598611066101057e+00 1.348821556341846424e-02
5.820000000000000284e+01 4.749763648962738394e+00 1.348821556341846424e-02
5.945000000000000284e+01 4.667942849967509744e+00 1.348821556341846424e-02
6.060000000000000142e+01 4.573061855952954780e+00 1.348821556341846424e-02
6.200000000000000000e+01 4.586395768294526221e+00 1.348821556341846424e-02
6.330000000000000426e+01 4.641166112582713943e+00 1.348821556341846424e-02
6.445000000000000284e+01 4.434462791405993087e+00 1.348821556341846424e-02
6.579999999999999716e+01 4.280638070524421579e+00 1.348821556341846424e-02
6.700000000000000000e+01 4.393676749637401180e+00 1.348821556341846424e-02
6.804999999999999716e+01 4.274539274465609218e+00 1.348821556341846424e-02
6.910000000000000853e+01 4.478767259636548204e+00 1.348821556341846424e-02
7.000000000000000000e+01 4.492912084443978493e+00 1.348821556341846424e-02
7.095000000000000284e+01 4.432578732644624431e+00 1.348821556341846424e-02
7.200000000000000000e+01 4.641108350720785758e+00 1.348821556341846424e-02
7.325000000000000000e+01 4.581963711665373751e+00 1.348821556341846424e-02
7.440000000000000568e+01 4.359539691233973890e+00 1.348821556341846424e-02
7.520000000000000284e+01 4.494863182748683350e+00 1.348821556341846424e-02
7.635000000000000853e+01 4.548975199655614254e+00 1.348821556341846424e-02
7.720000000000000284e+01 4.595895971764998755e+00 1.348821556341846424e-02
7.805000000000001137e+01 4.375719796693807062e+00 1.348821556341846424e-02
7.915000000000000568e+01 4.182934020033169276e+00 1.348821556341846424e-02
8.030000000000001137e+01 4.232547563273251434e+00 1.348821556341846424e-02
