  -1.00000000       3.44560734E-11   2.32375962E+09   1.00000000       5.34789760E-23   0.00000000    
  -1.00000000       3.44904001E-11   2.32463514E+09   1.00000000       7.46780698E-24   0.00000000    
  -1.00000000       3.49080834E-11   2.33420493E+09   1.00000000       9.16150933E-23   0.00000000    
  -1.00000000       3.53100292E-11   2.34173824E+09   1.00000000       8.88810970E-23   0.00000000    
  -1.00000000       3.55462916E-11   2.34547507E+09   1.00000000       5.26694311E-23   0.00000000    
  -1.00000000       3.56407993E-11   2.34683981E+09   1.00000000       2.12395008E-23   0.00000000    
  -1.00000000       3.59554712E-11   2.35085363E+09   1.00000000       7.12968384E-23   0.00000000    
  -1.00000000       3.63953971E-11   2.35525376E+09   1.00000000       1.00487576E-22   0.00000000    
  -1.00000000       3.65125881E-11   2.35619866E+09   1.00000000       2.69865087E-23   0.00000000    
  -1.00000000       3.70703607E-11   2.35955891E+09   1.00000000       1.29489385E-22   0.00000000    
  -1.00000000       3.71692642E-11   2.35996595E+09   1.00000000       2.31478879E-23   0.00000000    
  -1.00000000       3.76572142E-11   2.36123674E+09   1.00000000       1.15133517E-22   0.00000000    
  -1.00000000       3.79629835E-11   2.36144896E+09   1.00000000       7.27347425E-23   0.00000000    
  -1.00000000       3.80420834E-11   2.36143667E+09   1.00000000       1.89688420E-23   0.00000000    
  -1.00000000       3.84161349E-11   2.36101965E+09   1.00000000       9.04320607E-23   0.00000000    
  -1.00000000       3.87835146E-11   2.36007834E+09   1.00000000       8.95432227E-23   0.00000000    
  -1.00000000       3.91233261E-11   2.35877299E+09   1.00000000       8.34978660E-23   0.00000000    
  -1.00000000       3.94067799E-11   2.35739674E+09   1.00000000       7.02171276E-23   0.00000000    
  -1.00000000       3.95930511E-11   2.35635942E+09   1.00000000       4.65192790E-23   0.00000000    
  -1.00000000       4.01927450E-11   2.35233562E+09   1.00000000       1.50985705E-22   0.00000000    
  -1.00000000       4.02675046E-11   2.35176806E+09   1.00000000       1.89754417E-23   0.00000000    
  -1.00000000       4.06785300E-11   2.34839654E+09   1.00000000       1.05177139E-22   0.00000000    
  -1.00000000       4.09079264E-11   2.34634931E+09   1.00000000       5.91786096E-23   0.00000000    
  -1.00000000       4.13701157E-11   2.34187776E+09   1.00000000       1.20203696E-22   0.00000000    
  -1.00000000       4.18773800E-11   2.33649946E+09   1.00000000       1.33001494E-22   0.00000000    
  -1.00000000       4.21902548E-11   2.33295872E+09   1.00000000       8.27013626E-23   0.00000000    
  -1.00000000       4.24497798E-11   2.32990029E+09   1.00000000       6.91589559E-23   0.00000000    
  -1.00000000       4.29134957E-11   2.32419123E+09   1.00000000       1.24578706E-22   0.00000000    
  -1.00000000       4.31862775E-11   2.32069325E+09   1.00000000       7.38795501E-23   0.00000000    
  -1.00000000       4.33822492E-11   2.31812352E+09   1.00000000       5.35095144E-23   0.00000000    
  -1.00000000       4.37669762E-11   2.31294669E+09   1.00000000       1.05903857E-22   0.00000000    
  -1.00000000       4.42370168E-11   2.30639718E+09   1.00000000       1.30441584E-22   0.00000000    
