  0.759553730       4.88655381E-02 F T
   1.09601682E-02   9.77310762E-02 F T
  -8.16086084E-02   9.77310762E-02 F T
 -0.297061920       9.77310762E-02 F T
  0.134959474       8.68720710E-02 F T
  0.129042611       8.68720710E-02 F T
  -2.90019643E-02  0.195462152     F T
 -0.212132618       9.77310762E-02 F T
 -0.211017892      0.125095770     F T
 -0.128635526       6.25478849E-02 F T
 -0.163970262      0.173744112     F T
  -8.09905007E-02   4.34360281E-02 F T
   6.99845478E-02   3.19121853E-02 F T
 -0.120970160      0.127648741     F T
  0.261044621       4.88655381E-02 F T
 -0.122427374       9.77310762E-02 F T
   5.79054914E-02  0.154439241     F T
 -0.151505753       7.72196203E-02 F T
 -0.104372002       1.56369712E-02 F T
  0.118358180      0.125095770     F T
  -3.12709138E-02  0.103384927     F T
   7.67515078E-02   5.16924635E-02 F T
   3.04502100E-02   8.68720710E-02 F T
   4.19045500E-02   4.34360355E-02 F T
   3.42376828E-02   7.40211755E-02 F T
  -4.55814004E-02   7.40211755E-02 F T
  -6.02638274E-02   6.38243705E-02 F T
  -1.08962329E-02   3.19121853E-02 F T
  -4.29120958E-02   2.77990643E-02 F T
  -3.63903269E-02  0.222392514     F T
   5.77218458E-03   2.44327690E-02 F T
  -2.51265056E-02   9.77310762E-02 F T
   5.94093390E-02   8.65714774E-02 F T
  -4.15315256E-02   2.16428693E-02 F T
   4.69869860E-02  0.154439241     F T
  -2.64261365E-02   7.72196203E-02 F T
   4.92736213E-02  0.138610274     F T
   3.20890248E-02   3.46525684E-02 F T
  -1.53587982E-02  0.125095770     F T
   6.94409460E-02  0.125095770     F T
  -5.52471913E-02  0.113465533     F T
   1.04170274E-02   5.67327663E-02 F T
  -2.10672207E-02   5.16924672E-02 F T
   4.28597853E-02   5.16924672E-02 F T
   1.11779980E-02   4.72951904E-02 F T
  -3.37422788E-02   9.45903808E-02 F T
   5.17982170E-02   8.68720710E-02 F T
  -5.22832237E-02   8.68720710E-02 F T
