   15.6369724       3.19755003E-02   6.39510006E-02
   3.19755003E-02  0.707772315      -1.16818841E-03  0.162467599       1.89223941E-02
   6.39510006E-02  -7.60348886E-02 -0.291499048       4.55875769E-02   7.26605654E-02
   9.59265009E-02  0.170159400      0.140210316       3.48462239E-02   4.18678708E-02
  0.127902001       2.13859584E-02 -0.154720098       3.37004252E-02   5.93003184E-02
  0.159877509     -0.186614782      -8.21032226E-02   5.47914281E-02   4.26775403E-02
  0.191853017     -0.134080574      -5.73293492E-02   2.55754460E-02   2.25505941E-02
  0.223828495       5.10326177E-02  -4.53142188E-02   2.55988967E-02   3.67195904E-02
  0.255804002      0.208183363      -8.04814771E-02   5.95186353E-02   3.57376002E-02
  0.287779510       4.47898842E-02 -0.165351510       1.98852737E-02   5.13737313E-02
  0.319755018     -0.114388324       5.16385660E-02   3.09713259E-02   3.23795974E-02
  0.351730525      -3.09603829E-02   2.58003939E-02   1.28165409E-02   4.27718982E-02
  0.383706003       3.11564393E-02   1.05937263E-02   2.30151843E-02   2.41678096E-02
  0.415681511       4.57332321E-02  -2.48172972E-02   2.26309244E-02   2.39825975E-02
  0.447657019      -6.55831620E-02   6.14263769E-03   2.39285957E-02   3.25144529E-02
  0.479632497      -6.15799874E-02  -2.73489989E-02   2.49399208E-02   1.43895810E-02
  0.511608005       2.05466542E-02  -4.59717661E-02   1.48679968E-02   1.72034111E-02
  0.543583512       3.66146117E-02  -5.42835444E-02   2.99707390E-02   2.83104014E-02
  0.575559020       1.65234711E-02  -1.70194656E-02   2.53669936E-02   2.83039864E-02
  0.607534528       6.21284824E-03   4.14527357E-02   1.07999761E-02   2.30984427E-02
  0.639510036       9.73860919E-03   5.64923510E-02   2.78365798E-02   3.13569829E-02
  0.671485543      -4.21359809E-03   1.92981691E-03   3.78825627E-02   2.51546279E-02
  0.703460991       3.75502557E-03   2.54044347E-02   2.71143261E-02   1.55178681E-02
  0.735436499       8.66349321E-04  -1.96654126E-02   1.71932522E-02   1.98990759E-02
  0.767412007       3.63605432E-02  -1.96996164E-02   2.13488657E-02   2.34054700E-02
